Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Remoteness,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Description8,Uncertainty,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Total,Aust
CtG14A.7,2015-2019,Mortality due to suicide,81,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,23.1
CtG14A.7,2015-2019,Mortality due to suicide,77,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,23.1
CtG14A.7,2015-2019,Mortality due to suicide,27,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,16.1
CtG14A.7,2015-2019,Mortality due to suicide,19,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,16.1
CtG14A.7,2015-2019,Mortality due to suicide,56,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,16.1
CtG14A.7,2015-2019,Mortality due to suicide,6,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,16.1
CtG14A.7,2015-2019,Mortality due to suicide,17,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,16.1
CtG14A.7,2015-2019,Mortality due to suicide,1,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.3
CtG14A.7,2015-2019,Mortality due to suicide,3,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.3
CtG14A.7,2015-2019,Mortality due to suicide,4,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.3
CtG14A.7,2015-2019,Mortality due to suicide,97,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.3
CtG14A.7,2015-2019,Mortality due to suicide,24,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.3
CtG14A.7,2015-2019,Mortality due to suicide,63,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.5
CtG14A.7,2015-2019,Mortality due to suicide,33,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.5
CtG14A.7,2015-2019,Mortality due to suicide,58,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.5
CtG14A.7,2015-2019,Mortality due to suicide,5,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.5
CtG14A.7,2015-2019,Mortality due to suicide,100,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.5
CtG14A.7,2014-2018,Mortality due to suicide,12,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,20.5
CtG14A.7,2014-2018,Mortality due to suicide,77,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,20.5
CtG14A.7,2014-2018,Mortality due to suicide,97,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,20.5
CtG14A.7,2014-2018,Mortality due to suicide,66,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,20.5
CtG14A.7,2014-2018,Mortality due to suicide,76,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,20.5
CtG14A.7,2014-2018,Mortality due to suicide,22,All people,Non-Indigenous people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,10.6
CtG14A.7,2014-2018,Mortality due to suicide,11,All people,Non-Indigenous people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,10.6
CtG14A.7,2014-2018,Mortality due to suicide,70,All people,Non-Indigenous people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,10.6
CtG14A.7,2014-2018,Mortality due to suicide,82,All people,Non-Indigenous people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,10.6
CtG14A.7,2014-2018,Mortality due to suicide,84,All people,Non-Indigenous people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,10.6
CtG14A.7,2014-2018,Mortality due to suicide,26,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,21.2
CtG14A.7,2014-2018,Mortality due to suicide,65,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,21.2
CtG14A.7,2014-2018,Mortality due to suicide,24,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,21.2
CtG14A.7,2014-2018,Mortality due to suicide,28,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,21.2
CtG14A.7,2014-2018,Mortality due to suicide,90,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,21.2
CtG14A.7,2014-2018,Mortality due to suicide,29,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.7
CtG14A.7,2014-2018,Mortality due to suicide,62,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.7
CtG14A.7,2014-2018,Mortality due to suicide,57,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.7
CtG14A.7,2014-2018,Mortality due to suicide,46,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.7
CtG14A.7,2014-2018,Mortality due to suicide,25,All people,Non-Indigenous people,Inner and outer regional,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.7
CtG14A.7,2014-2018,Mortality due to suicide,43,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.5
CtG14A.7,2014-2018,Mortality due to suicide,34,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.5
CtG14A.7,2014-2018,Mortality due to suicide,31,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.5
CtG14A.7,2014-2018,Mortality due to suicide,37,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.5
CtG14A.7,2014-2018,Mortality due to suicide,39,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.5
CtG14A.7,2014-2018,Mortality due to suicide,44,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,14.9
CtG14A.7,2014-2018,Mortality due to suicide,46,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,14.9
CtG14A.7,2014-2018,Mortality due to suicide,46,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,14.9
CtG14A.7,2014-2018,Mortality due to suicide,31,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,14.9
CtG14A.7,2014-2018,Mortality due to suicide,54,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,14.9
CtG14A.8,2018-2022,Mortality due to suicide,25,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,no.,124,38,98,75,35,..,10,..,,
CtG14A.8,2018-2022,Mortality due to suicide,10,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,no.,124,38,98,75,35,..,10,..,,
CtG14A.8,2018-2022,Mortality due to suicide,99,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,no.,124,38,98,75,35,..,10,..,,
CtG14A.8,2018-2022,Mortality due to suicide,39,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,no.,124,38,98,75,35,..,10,..,,
CtG14A.8,2018-2022,Mortality due to suicide,52,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,no.,124,38,98,75,35,..,10,..,,
CtG14A.8,2018-2022,Mortality due to suicide,40,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,no.,140,40,173,34,11,14,0,32,,
CtG14A.8,2018-2022,Mortality due to suicide,90,All people,Aboriginal and Torres Strait Islander people,Inner and outer regional,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Inner and outer regional,,ABS (unpublished) Causes of Death Australia,no.,140,40,173,34,11,14,0,32,,
